X,Y,Z,Red,Green,Blue,Classification,Classification Name
317204.87,6397517.34,25.96,0,0,0,1,Unclassified
317198.29,6397514.42,47.30,0,0,0,1,Unclassified
317205.43,6397517.45,25.78,0,0,0,1,Unclassified
317198.84,6397514.53,47.09,0,0,0,1,Unclassified
317205.95,6397517.55,25.66,0,0,0,1,Unclassified
317199.32,6397514.62,47.09,0,0,0,1,Unclassified
317200.52,6397515.13,43.50,0,0,0,1,Unclassified
317206.48,6397517.66,25.55,0,0,0,1,Unclassified
317200.39,6397514.96,45.29,0,0,0,1,Unclassified
317204.21,6397516.58,33.78,0,0,0,1,Unclassified
317206.98,6397517.75,25.49,0,0,0,1,Unclassified
317200.86,6397515.04,45.32,0,0,0,1,Unclassified
317207.51,6397517.86,25.31,0,0,0,1,Unclassified
317208.01,6397517.96,25.22,0,0,0,1,Unclassified
317202.12,6397515.35,44.28,0,0,0,1,Unclassified
317205.86,6397516.94,33.04,0,0,0,1,Unclassified
317207.79,6397517.75,27.27,0,0,0,1,Unclassified
317202.69,6397515.48,43.96,0,0,0,1,Unclassified
317206.53,6397517.10,32.44,0,0,0,1,Unclassified
317209.01,6397518.16,24.99,0,0,0,1,Unclassified
317203.04,6397515.52,44.28,0,0,0,1,Unclassified
317205.01,6397516.35,38.34,0,0,0,1,Unclassified
317209.53,6397518.26,24.83,0,0,0,1,Unclassified
317207.20,6397517.17,33.14,0,0,0,1,Unclassified
317208.76,6397517.83,28.47,0,0,0,1,Unclassified
317209.98,6397518.35,24.80,0,0,0,1,Unclassified
317203.64,6397515.55,45.15,0,0,0,1,Unclassified
317210.38,6397518.41,24.98,0,0,0,1,Unclassified
317203.96,6397515.58,45.51,0,0,0,1,Unclassified
317210.98,6397518.55,24.49,0,0,0,1,Unclassified
317204.52,6397515.71,45.13,0,0,0,1,Unclassified
317211.44,6397518.64,24.42,0,0,0,1,Unclassified
317205.00,6397515.81,44.96,0,0,0,1,Unclassified
317211.89,6397518.73,24.35,0,0,0,1,Unclassified
317205.46,6397515.90,44.86,0,0,0,1,Unclassified
317212.34,6397518.81,24.30,0,0,0,1,Unclassified
317206.03,6397516.04,44.42,0,0,0,1,Unclassified
317212.79,6397518.90,24.22,0,0,0,1,Unclassified
317213.21,6397518.98,24.23,0,0,0,1,Unclassified
317206.89,6397516.20,44.33,0,0,0,1,Unclassified
317210.01,6397517.52,35.00,0,0,0,1,Unclassified
317213.65,6397519.06,24.16,0,0,0,1,Unclassified
317207.73,6397516.45,43.04,0,0,0,1,Unclassified
317210.24,6397517.52,35.54,0,0,0,1,Unclassified
317210.56,6397517.55,35.79,0,0,0,1,Unclassified
317214.54,6397519.24,23.91,0,0,0,1,Unclassified
317211.34,6397517.79,34.62,0,0,0,1,Unclassified
317213.65,6397518.77,27.74,0,0,0,1,Unclassified
317214.97,6397519.33,23.80,0,0,0,1,Unclassified
317210.67,6397517.41,37.82,0,0,0,1,Unclassified
317215.40,6397519.41,23.73,0,0,0,1,Unclassified
317211.43,6397517.64,36.70,0,0,0,1,Unclassified
317215.82,6397519.49,23.64,0,0,0,1,Unclassified
317211.80,6397517.70,36.73,0,0,0,1,Unclassified
317216.20,6397519.56,23.63,0,0,0,1,Unclassified
317212.03,6397517.71,37.16,0,0,0,1,Unclassified
317213.38,6397518.27,33.18,0,0,0,1,Unclassified
317216.58,6397519.63,23.64,0,0,0,1,Unclassified
317212.38,6397517.76,37.26,0,0,0,1,Unclassified
317213.76,6397518.35,33.14,0,0,0,1,Unclassified
317215.02,6397518.88,29.41,0,0,0,1,Unclassified
317216.94,6397519.69,23.68,0,0,0,1,Unclassified
317212.52,6397517.73,37.95,0,0,0,1,Unclassified
317217.32,6397519.76,23.70,0,0,0,1,Unclassified
317212.82,6397517.77,38.12,0,0,0,1,Unclassified
317217.65,6397519.81,23.80,0,0,0,1,Unclassified
317213.11,6397517.81,38.32,0,0,0,1,Unclassified
317217.99,6397519.87,23.86,0,0,0,1,Unclassified
317214.43,6397518.28,35.48,0,0,0,1,Unclassified
317218.37,6397519.94,23.80,0,0,0,1,Unclassified
317214.73,6397518.32,35.64,0,0,0,1,Unclassified
317218.68,6397519.99,23.92,0,0,0,1,Unclassified
317215.06,6397518.37,35.68,0,0,0,1,Unclassified
317219.04,6397520.06,23.90,0,0,0,1,Unclassified
317215.33,6397518.40,35.89,0,0,0,1,Unclassified
317219.33,6397520.10,24.04,0,0,0,1,Unclassified
317219.76,6397520.20,23.77,0,0,0,1,Unclassified
317220.13,6397520.28,23.66,0,0,0,1,Unclassified
317220.43,6397520.32,23.75,0,0,0,1,Unclassified
317220.73,6397520.37,23.80,0,0,0,1,Unclassified
317220.98,6397520.40,24.03,0,0,0,1,Unclassified
317221.29,6397520.45,24.05,0,0,0,1,Unclassified
317221.70,6397520.55,23.74,0,0,0,1,Unclassified
317222.04,6397520.62,23.64,0,0,0,1,Unclassified
317222.32,6397520.67,23.70,0,0,0,1,Unclassified
317222.47,6397520.66,24.11,0,0,0,1,Unclassified
317222.68,6397520.68,24.37,0,0,0,1,Unclassified
317223.08,6397520.78,24.01,0,0,0,1,Unclassified
317223.49,6397520.88,23.63,0,0,0,1,Unclassified
317223.76,6397520.93,23.65,0,0,0,1,Unclassified
317223.99,6397520.96,23.76,0,0,0,1,Unclassified
317224.18,6397520.98,24.01,0,0,0,1,Unclassified
317224.36,6397520.99,24.22,0,0,0,1,Unclassified
317224.49,6397520.99,24.61,0,0,0,1,Unclassified
317224.69,6397521.00,24.81,0,0,0,1,Unclassified
317224.85,6397521.01,25.05,0,0,0,1,Unclassified
317225.58,6397521.26,23.61,0,0,0,1,Unclassified
317225.84,6397521.31,23.57,0,0,0,1,Unclassified
317226.07,6397521.36,23.55,0,0,0,1,Unclassified
317226.30,6397521.40,23.55,0,0,0,1,Unclassified
317226.52,6397521.44,23.56,0,0,0,1,Unclassified
317226.74,6397521.48,23.54,0,0,0,1,Unclassified
317226.95,6397521.52,23.54,0,0,0,1,Unclassified
317227.17,6397521.56,23.53,0,0,0,1,Unclassified
317227.37,6397521.59,23.52,0,0,0,1,Unclassified
317227.57,6397521.63,23.52,0,0,0,1,Unclassified
317227.75,6397521.66,23.54,0,0,0,1,Unclassified
317227.96,6397521.70,23.52,0,0,0,1,Unclassified
317228.13,6397521.73,23.54,0,0,0,1,Unclassified
317228.32,6397521.77,23.51,0,0,0,1,Unclassified
317228.48,6397521.79,23.55,0,0,0,1,Unclassified
317228.67,6397521.83,23.51,0,0,0,1,Unclassified
317228.82,6397521.85,23.54,0,0,0,1,Unclassified
317228.99,6397521.89,23.52,0,0,0,1,Unclassified
317229.14,6397521.91,23.53,0,0,0,1,Unclassified
317229.30,6397521.94,23.51,0,0,0,1,Unclassified
317229.44,6397521.97,23.52,0,0,0,1,Unclassified
317229.59,6397522.00,23.51,0,0,0,1,Unclassified
317229.72,6397522.02,23.52,0,0,0,1,Unclassified
317229.85,6397522.04,23.53,0,0,0,1,Unclassified
317229.97,6397522.06,23.54,0,0,0,1,Unclassified
317230.11,6397522.09,23.49,0,0,0,1,Unclassified
317230.20,6397522.11,23.54,0,0,0,1,Unclassified
317230.33,6397522.13,23.49,0,0,0,1,Unclassified
317230.42,6397522.15,23.53,0,0,0,1,Unclassified
317230.53,6397522.17,23.49,0,0,0,1,Unclassified
317230.61,6397522.18,23.55,0,0,0,1,Unclassified
317230.72,6397522.21,23.49,0,0,0,1,Unclassified
317230.80,6397522.22,23.54,0,0,0,1,Unclassified
317230.90,6397522.24,23.49,0,0,0,1,Unclassified
317231.10,6397522.27,23.52,0,0,0,1,Unclassified
317231.16,6397522.29,23.50,0,0,0,1,Unclassified
317231.22,6397522.30,23.50,0,0,0,1,Unclassified
317231.27,6397522.31,23.49,0,0,0,1,Unclassified
317231.32,6397522.32,23.50,0,0,0,1,Unclassified
317231.36,6397522.32,23.50,0,0,0,1,Unclassified
317231.39,6397522.33,23.50,0,0,0,1,Unclassified
317231.44,6397522.34,23.48,0,0,0,1,Unclassified
317231.45,6397522.34,23.52,0,0,0,1,Unclassified
317231.48,6397522.35,23.50,0,0,0,1,Unclassified
317231.48,6397522.35,23.53,0,0,0,1,Unclassified
317231.50,6397522.35,23.51,0,0,0,1,Unclassified
317231.51,6397522.35,23.51,0,0,0,1,Unclassified
317231.52,6397522.36,23.50,0,0,0,1,Unclassified
317231.51,6397522.36,23.50,0,0,0,1,Unclassified
317231.51,6397522.36,23.48,0,0,0,1,Unclassified
317231.49,6397522.35,23.50,0,0,0,1,Unclassified
317231.46,6397522.35,23.49,0,0,0,1,Unclassified
317231.44,6397522.34,23.50,0,0,0,1,Unclassified
317231.42,6397522.34,23.49,0,0,0,1,Unclassified
317231.37,6397522.33,23.52,0,0,0,1,Unclassified
317231.35,6397522.33,23.47,0,0,0,1,Unclassified
317231.30,6397522.32,23.52,0,0,0,1,Unclassified
317231.26,6397522.32,23.49,0,0,0,1,Unclassified
317231.20,6397522.30,23.53,0,0,0,1,Unclassified
317231.15,6397522.29,23.52,0,0,0,1,Unclassified
317231.09,6397522.28,23.52,0,0,0,1,Unclassified
317231.02,6397522.27,23.52,0,0,0,1,Unclassified
317230.95,6397522.26,23.52,0,0,0,1,Unclassified
317230.88,6397522.25,23.50,0,0,0,1,Unclassified
317230.79,6397522.23,23.54,0,0,0,1,Unclassified
317230.72,6397522.22,23.49,0,0,0,1,Unclassified
317230.62,6397522.20,23.51,0,0,0,1,Unclassified
317230.52,6397522.19,23.52,0,0,0,1,Unclassified
317230.42,6397522.17,23.52,0,0,0,1,Unclassified
317230.32,6397522.15,23.50,0,0,0,1,Unclassified
317230.21,6397522.13,23.52,0,0,0,1,Unclassified
317230.10,6397522.11,23.51,0,0,0,1,Unclassified
317229.97,6397522.09,23.52,0,0,0,1,Unclassified
317229.85,6397522.07,23.53,0,0,0,1,Unclassified
317229.72,6397522.05,23.52,0,0,0,1,Unclassified
317229.59,6397522.03,23.50,0,0,0,1,Unclassified
317229.44,6397522.00,23.53,0,0,0,1,Unclassified
317229.31,6397521.98,23.50,0,0,0,1,Unclassified
317229.15,6397521.95,23.52,0,0,0,1,Unclassified
317229.01,6397521.93,23.49,0,0,0,1,Unclassified
317228.85,6397521.89,23.51,0,0,0,1,Unclassified
317228.69,6397521.87,23.50,0,0,0,1,Unclassified
317228.50,6397521.83,23.53,0,0,0,1,Unclassified
317228.34,6397521.80,23.53,0,0,0,1,Unclassified
317228.16,6397521.77,23.53,0,0,0,1,Unclassified
317227.98,6397521.74,23.52,0,0,0,1,Unclassified
317227.79,6397521.71,23.51,0,0,0,1,Unclassified
317227.59,6397521.67,23.54,0,0,0,1,Unclassified
317227.40,6397521.64,23.53,0,0,0,1,Unclassified
317227.20,6397521.60,23.52,0,0,0,1,Unclassified
317226.99,6397521.56,23.55,0,0,0,1,Unclassified
317226.78,6397521.53,23.52,0,0,0,1,Unclassified
317226.56,6397521.49,23.55,0,0,0,1,Unclassified
317226.35,6397521.45,23.54,0,0,0,1,Unclassified
317226.12,6397521.41,23.56,0,0,0,1,Unclassified
317225.88,6397521.37,23.55,0,0,0,1,Unclassified
317225.65,6397521.33,23.54,0,0,0,1,Unclassified
317224.93,6397521.08,24.99,0,0,0,1,Unclassified
317224.72,6397521.05,24.88,0,0,0,1,Unclassified
317224.54,6397521.04,24.63,0,0,0,1,Unclassified
317224.60,6397521.13,23.69,0,0,0,1,Unclassified
317224.31,6397521.07,23.79,0,0,0,1,Unclassified
317224.07,6397521.03,23.74,0,0,0,1,Unclassified
317223.84,6397521.00,23.61,0,0,0,1,Unclassified
317223.57,6397520.96,23.60,0,0,0,1,Unclassified
317223.19,6397520.87,23.90,0,0,0,1,Unclassified
317222.76,6397520.75,24.34,0,0,0,1,Unclassified
317222.50,6397520.71,24.24,0,0,0,1,Unclassified
317222.37,6397520.73,23.78,0,0,0,1,Unclassified
317222.13,6397520.70,23.63,0,0,0,1,Unclassified
317221.81,6397520.64,23.67,0,0,0,1,Unclassified
317221.39,6397520.54,24.00,0,0,0,1,Unclassified
317221.06,6397520.48,24.05,0,0,0,1,Unclassified
317220.81,6397520.45,23.84,0,0,0,1,Unclassified
317220.50,6397520.40,23.80,0,0,0,1,Unclassified
317220.22,6397520.36,23.67,0,0,0,1,Unclassified
317219.87,6397520.29,23.73,0,0,0,1,Unclassified
317215.42,6397518.49,35.92,0,0,0,1,Unclassified
317219.42,6397520.19,24.07,0,0,0,1,Unclassified
317215.14,6397518.45,35.75,0,0,0,1,Unclassified
317219.10,6397520.13,24.02,0,0,0,1,Unclassified
317214.80,6397518.39,35.73,0,0,0,1,Unclassified
317218.85,6397520.11,23.72,0,0,0,1,Unclassified
317214.53,6397518.36,35.51,0,0,0,1,Unclassified
317218.49,6397520.04,23.76,0,0,0,1,Unclassified
317213.35,6397517.95,37.96,0,0,0,1,Unclassified
317218.10,6397519.96,23.86,0,0,0,1,Unclassified
317212.86,6397517.83,38.36,0,0,0,1,Unclassified
317217.76,6397519.90,23.81,0,0,0,1,Unclassified
317212.62,6397517.82,37.98,0,0,0,1,Unclassified
317217.42,6397519.85,23.72,0,0,0,1,Unclassified
317212.36,6397517.80,37.65,0,0,0,1,Unclassified
317217.06,6397519.79,23.69,0,0,0,1,Unclassified
317212.18,6397517.82,37.09,0,0,0,1,Unclassified
317213.52,6397518.38,33.10,0,0,0,1,Unclassified
317216.69,6397519.72,23.67,0,0,0,1,Unclassified
317211.91,6397517.80,36.76,0,0,0,1,Unclassified
317216.32,6397519.66,23.66,0,0,0,1,Unclassified
317212.47,6397518.13,33.96,0,0,0,1,Unclassified
317214.04,6397518.79,29.32,0,0,0,1,Unclassified
317215.96,6397519.60,23.59,0,0,0,1,Unclassified
317210.79,6397517.51,37.83,0,0,0,1,Unclassified
317213.72,6397518.74,29.13,0,0,0,1,Unclassified
317215.54,6397519.52,23.67,0,0,0,1,Unclassified
317215.12,6397519.44,23.77,0,0,0,1,Unclassified
317210.69,6397517.66,35.79,0,0,0,1,Unclassified
317214.70,6397519.36,23.84,0,0,0,1,Unclassified
317210.31,6397517.60,35.74,0,0,0,1,Unclassified
317211.62,6397518.15,31.83,0,0,0,1,Unclassified
317214.25,6397519.27,23.98,0,0,0,1,Unclassified
317207.00,6397516.30,44.41,0,0,0,1,Unclassified
317210.14,6397517.63,35.01,0,0,0,1,Unclassified
317213.80,6397519.18,24.09,0,0,0,1,Unclassified
317207.09,6397516.43,42.92,0,0,0,1,Unclassified
317209.92,6397517.63,34.44,0,0,0,1,Unclassified
317213.38,6397519.10,24.15,0,0,0,1,Unclassified
317206.10,6397516.13,44.62,0,0,0,1,Unclassified
317212.94,6397519.01,24.20,0,0,0,1,Unclassified
317212.48,6397518.92,24.32,0,0,0,1,Unclassified
317205.14,6397515.92,44.98,0,0,0,1,Unclassified
317212.02,6397518.83,24.41,0,0,0,1,Unclassified
317204.65,6397515.82,45.17,0,0,0,1,Unclassified
317211.62,6397518.77,24.34,0,0,0,1,Unclassified
317204.16,6397515.72,45.36,0,0,0,1,Unclassified
317211.16,6397518.68,24.42,0,0,0,1,Unclassified
317204.57,6397516.00,42.85,0,0,0,1,Unclassified
317206.93,6397516.99,35.76,0,0,0,1,Unclassified
317210.49,6397518.50,25.11,0,0,0,1,Unclassified
317207.33,6397517.28,33.21,0,0,0,1,Unclassified
317208.88,6397517.93,28.60,0,0,0,1,Unclassified
317210.14,6397518.46,24.83,0,0,0,1,Unclassified
317206.97,6397517.23,32.96,0,0,0,1,Unclassified
317209.71,6397518.40,24.76,0,0,0,1,Unclassified
317202.77,6397515.57,44.20,0,0,0,1,Unclassified
317209.23,6397518.30,24.83,0,0,0,1,Unclassified
317202.30,6397515.48,44.25,0,0,0,1,Unclassified
317206.19,6397517.13,32.54,0,0,0,1,Unclassified
317207.91,6397517.86,27.40,0,0,0,1,Unclassified
317201.75,6397515.36,44.55,0,0,0,1,Unclassified
317205.86,6397517.10,32.17,0,0,0,1,Unclassified
317208.21,6397518.10,25.14,0,0,0,1,Unclassified
317201.04,6397515.18,45.27,0,0,0,1,Unclassified
317207.72,6397518.01,25.19,0,0,0,1,Unclassified
317200.55,6397515.08,45.35,0,0,0,1,Unclassified
317207.20,6397517.90,25.34,0,0,0,1,Unclassified
317199.48,6397514.75,47.13,0,0,0,1,Unclassified
317200.73,6397515.27,43.39,0,0,0,1,Unclassified
317206.67,6397517.80,25.49,0,0,0,1,Unclassified
317198.97,6397514.65,47.23,0,0,0,1,Unclassified
317206.15,6397517.69,25.62,0,0,0,1,Unclassified
317198.57,6397514.59,46.99,0,0,0,1,Unclassified
317200.71,6397515.51,40.51,0,0,0,1,Unclassified
317205.62,6397517.59,25.76,0,0,0,1,Unclassified
317198.00,6397514.47,47.24,0,0,0,1,Unclassified
317205.07,6397517.48,25.92,0,0,0,1,Unclassified
317198.06,6397514.62,45.58,0,0,0,1,Unclassified
317204.53,6397517.37,26.04,0,0,0,1,Unclassified
317197.03,6397514.30,47.20,0,0,0,1,Unclassified
317201.00,6397516.00,35.20,0,0,0,1,Unclassified
317203.86,6397517.21,26.57,0,0,0,1,Unclassified
317197.07,6397514.45,45.55,0,0,0,1,Unclassified
317200.39,6397515.86,35.52,0,0,0,1,Unclassified
317203.41,6397517.14,26.40,0,0,0,1,Unclassified
317196.04,6397514.14,47.12,0,0,0,1,Unclassified
317202.87,6397517.04,26.49,0,0,0,1,Unclassified
317195.68,6397514.11,46.71,0,0,0,1,Unclassified
317196.99,6397514.66,42.75,0,0,0,1,Unclassified
317202.36,6397516.95,26.48,0,0,0,1,Unclassified
317196.80,6397514.72,41.71,0,0,0,1,Unclassified
317198.37,6397515.39,36.97,0,0,0,1,Unclassified
317201.80,6397516.84,26.61,0,0,0,1,Unclassified
317194.62,6397513.91,46.79,0,0,0,1,Unclassified
317194.20,6397513.86,46.46,0,0,0,1,Unclassified
317195.65,6397514.48,42.05,0,0,0,1,Unclassified
317200.62,6397516.60,26.99,0,0,0,1,Unclassified
317200.05,6397516.49,27.12,0,0,0,1,Unclassified
317194.14,6397514.10,43.44,0,0,0,1,Unclassified
317196.38,6397515.06,36.62,0,0,0,1,Unclassified
317199.47,6397516.39,27.23,0,0,0,1,Unclassified
317193.19,6397513.83,44.67,0,0,0,1,Unclassified
317196.80,6397515.38,33.70,0,0,0,1,Unclassified
317198.88,6397516.27,27.40,0,0,0,1,Unclassified
317192.92,6397513.85,43.88,0,0,0,1,Unclassified
317198.30,6397516.16,27.50,0,0,0,1,Unclassified
317192.05,6397513.62,44.82,0,0,0,1,Unclassified
317197.72,6397516.05,27.57,0,0,0,1,Unclassified
317192.58,6397513.98,41.52,0,0,0,1,Unclassified
317197.13,6397515.93,27.68,0,0,0,1,Unclassified
317196.53,6397515.81,27.81,0,0,0,1,Unclassified
317195.94,6397515.70,27.91,0,0,0,1,Unclassified
317195.37,6397515.60,27.89,0,0,0,1,Unclassified
317194.78,6397515.50,27.93,0,0,0,1,Unclassified
317189.61,6397513.41,42.02,0,0,0,1,Unclassified
317194.13,6397515.36,28.19,0,0,0,1,Unclassified
317189.12,6397513.35,41.74,0,0,0,1,Unclassified
317190.57,6397513.98,37.26,0,0,0,1,Unclassified
317193.45,6397515.21,28.48,0,0,0,1,Unclassified
317188.86,6397513.39,40.70,0,0,0,1,Unclassified
317192.78,6397515.07,28.73,0,0,0,1,Unclassified
317188.71,6397513.48,39.36,0,0,0,1,Unclassified
317192.08,6397514.92,29.06,0,0,0,1,Unclassified
317188.07,6397513.35,39.49,0,0,0,1,Unclassified
317191.38,6397514.77,29.37,0,0,0,1,Unclassified
317187.58,6397513.29,39.19,0,0,0,1,Unclassified
317190.82,6397514.68,29.26,0,0,0,1,Unclassified
317187.05,6397513.21,38.97,0,0,0,1,Unclassified
317190.22,6397514.58,29.24,0,0,0,1,Unclassified
317187.05,6397513.37,37.10,0,0,0,1,Unclassified
317189.61,6397514.47,29.25,0,0,0,1,Unclassified
317189.01,6397514.37,29.19,0,0,0,1,Unclassified
317188.39,6397514.26,29.19,0,0,0,1,Unclassified
317187.79,6397514.16,29.13,0,0,0,1,Unclassified
317187.17,6397514.05,29.12,0,0,0,1,Unclassified
317186.56,6397513.94,29.05,0,0,0,1,Unclassified
317185.94,6397513.84,29.01,0,0,0,1,Unclassified
317185.30,6397513.72,29.01,0,0,0,1,Unclassified
317184.67,6397513.62,28.96,0,0,0,1,Unclassified
317184.02,6397513.51,28.92,0,0,0,1,Unclassified
317179.96,6397511.91,39.49,0,0,0,1,Unclassified
317183.38,6397513.39,28.92,0,0,0,1,Unclassified
317182.69,6397513.26,29.04,0,0,0,1,Unclassified
317182.00,6397513.14,29.07,0,0,0,1,Unclassified
317181.34,6397513.02,29.07,0,0,0,1,Unclassified
317176.57,6397511.12,41.82,0,0,0,1,Unclassified
317180.66,6397512.90,29.08,0,0,0,1,Unclassified
317175.20,6397510.70,44.00,0,0,0,1,Unclassified
317180.00,6397512.78,29.03,0,0,0,1,Unclassified
317174.36,6397510.50,44.50,0,0,0,1,Unclassified
317179.29,6397512.65,29.10,0,0,0,1,Unclassified
317174.34,6397510.67,42.45,0,0,0,1,Unclassified
317178.20,6397512.35,30.41,0,0,0,1,Unclassified
317177.53,6397512.24,30.32,0,0,0,1,Unclassified
317177.02,6397512.20,29.72,0,0,0,1,Unclassified
317172.35,6397510.34,42.17,0,0,0,1,Unclassified
317175.44,6397511.69,32.49,0,0,0,1,Unclassified
317171.73,6397510.25,41.96,0,0,0,1,Unclassified
317171.17,6397510.19,41.51,0,0,0,1,Unclassified
317174.06,6397511.45,32.42,0,0,0,1,Unclassified
317170.78,6397510.20,40.46,0,0,0,1,Unclassified
317172.87,6397511.12,33.91,0,0,0,1,Unclassified
317170.18,6397510.13,40.10,0,0,0,1,Unclassified
317172.17,6397511.00,33.84,0,0,0,1,Unclassified
317169.53,6397510.03,39.89,0,0,0,1,Unclassified
317171.32,6397510.81,34.27,0,0,0,1,Unclassified
317168.91,6397509.94,39.60,0,0,0,1,Unclassified
317170.07,6397510.45,35.96,0,0,0,1,Unclassified
317167.74,6397509.62,41.03,0,0,0,1,Unclassified
317169.33,6397510.32,35.98,0,0,0,1,Unclassified
317166.49,6397509.26,42.65,0,0,0,1,Unclassified
317168.79,6397510.27,35.38,0,0,0,1,Unclassified
317165.51,6397509.02,43.42,0,0,0,1,Unclassified
317168.22,6397510.21,34.85,0,0,0,1,Unclassified
317164.69,6397508.86,43.68,0,0,0,1,Unclassified
317167.51,6397510.09,34.74,0,0,0,1,Unclassified
317166.79,6397509.97,34.68,0,0,0,1,Unclassified
317166.07,6397509.85,34.58,0,0,0,1,Unclassified
317165.35,6397509.74,34.46,0,0,0,1,Unclassified
317164.59,6397509.60,34.48,0,0,0,1,Unclassified
317163.85,6397509.47,34.41,0,0,0,1,Unclassified
317163.06,6397509.33,34.49,0,0,0,1,Unclassified
317162.30,6397509.19,34.46,0,0,0,1,Unclassified
317161.52,6397509.06,34.46,0,0,0,1,Unclassified
317160.74,6397508.92,34.47,0,0,0,1,Unclassified
317159.35,6397508.51,36.39,0,0,0,1,Unclassified
317159.27,6397508.68,34.18,0,0,0,1,Unclassified
317158.63,6397508.61,33.67,0,0,0,1,Unclassified
317157.89,6397508.49,33.49,0,0,0,1,Unclassified
317157.13,6397508.37,33.33,0,0,0,1,Unclassified
317155.82,6397508.00,34.95,0,0,0,1,Unclassified
317155.43,6397508.04,33.61,0,0,0,1,Unclassified
317155.04,6397508.08,32.29,0,0,0,1,Unclassified
317154.21,6397507.93,32.31,0,0,0,1,Unclassified
317153.40,6397507.78,32.27,0,0,0,1,Unclassified
317152.53,6397507.62,32.43,0,0,0,1,Unclassified
317150.38,6397506.88,36.68,0,0,0,1,Unclassified
317151.70,6397507.47,32.39,0,0,0,1,Unclassified
317149.47,6397506.70,36.93,0,0,0,1,Unclassified
317150.86,6397507.32,32.43,0,0,0,1,Unclassified
317148.68,6397506.57,36.78,0,0,0,1,Unclassified
317150.03,6397507.18,32.38,0,0,0,1,Unclassified
317148.03,6397506.51,36.14,0,0,0,1,Unclassified
317147.58,6397506.54,34.87,0,0,0,1,Unclassified
317146.76,6397506.40,34.79,0,0,0,1,Unclassified
317145.34,6397506.00,36.61,0,0,0,1,Unclassified
317146.54,6397506.53,32.72,0,0,0,1,Unclassified
317144.29,6397505.76,37.26,0,0,0,1,Unclassified
317145.65,6397506.36,32.80,0,0,0,1,Unclassified
317143.47,6397505.62,37.12,0,0,0,1,Unclassified
317144.81,6397506.22,32.76,0,0,0,1,Unclassified
317142.67,6397505.49,36.94,0,0,0,1,Unclassified
317143.98,6397506.08,32.65,0,0,0,1,Unclassified
317141.67,6397505.28,37.35,0,0,0,1,Unclassified
317140.76,6397505.11,37.45,0,0,0,1,Unclassified
317142.31,6397505.81,32.36,0,0,0,1,Unclassified
317140.34,6397505.16,35.95,0,0,0,1,Unclassified
317141.48,6397505.67,32.23,0,0,0,1,Unclassified
317139.22,6397504.90,36.75,0,0,0,1,Unclassified
317138.53,6397504.83,36.11,0,0,0,1,Unclassified
317139.70,6397505.35,32.26,0,0,0,1,Unclassified
317137.83,6397504.76,35.44,0,0,0,1,Unclassified
317137.61,6397504.90,33.21,0,0,0,1,Unclassified
317136.20,6397504.51,34.91,0,0,0,1,Unclassified
317135.80,6397504.58,33.24,0,0,0,1,Unclassified
317134.88,6397504.41,33.29,0,0,0,1,Unclassified
317133.96,6397504.24,33.32,0,0,0,1,Unclassified
317133.02,6397504.07,33.40,0,0,0,1,Unclassified
317132.13,6397503.92,33.30,0,0,0,1,Unclassified
317131.22,6397503.76,33.25,0,0,0,1,Unclassified
317130.17,6397503.54,33.65,0,0,0,1,Unclassified
317129.27,6397503.39,33.56,0,0,0,1,Unclassified
317128.25,6397503.18,33.86,0,0,0,1,Unclassified
317127.31,6397503.02,33.83,0,0,0,1,Unclassified
317126.44,6397502.89,33.59,0,0,0,1,Unclassified
317125.55,6397502.74,33.39,0,0,0,1,Unclassified
317124.55,6397502.55,33.59,0,0,0,1,Unclassified
317123.60,6397502.39,33.54,0,0,0,1,Unclassified
317122.55,6397502.17,33.87,0,0,0,1,Unclassified
317121.65,6397502.03,33.66,0,0,0,1,Unclassified
317120.84,6397501.93,33.13,0,0,0,1,Unclassified
317120.01,6397501.82,32.65,0,0,0,1,Unclassified
317119.11,6397501.68,32.39,0,0,0,1,Unclassified
317118.11,6397501.50,32.46,0,0,0,1,Unclassified
317117.17,6397501.34,32.33,0,0,0,1,Unclassified
317116.28,6397501.21,31.97,0,0,0,1,Unclassified
317115.49,6397501.13,31.30,0,0,0,1,Unclassified
317114.73,6397501.06,30.51,0,0,0,1,Unclassified
317113.86,6397500.94,30.03,0,0,0,1,Unclassified
317112.85,6397500.76,30.06,0,0,0,1,Unclassified
317111.84,6397500.58,30.05,0,0,0,1,Unclassified
317101.13,6397500.26,29.11,0,0,0,1,Unclassified
317102.19,6397500.45,29.10,0,0,0,1,Unclassified
317103.23,6397500.64,29.14,0,0,0,1,Unclassified
317104.27,6397500.82,29.13,0,0,0,1,Unclassified
317104.28,6397500.53,32.70,0,0,0,1,Unclassified
317104.91,6397500.53,34.10,0,0,0,1,Unclassified
317104.74,6397500.15,38.31,0,0,0,1,Unclassified
317105.88,6397500.40,37.84,0,0,0,1,Unclassified
317107.00,6397500.63,37.47,0,0,0,1,Unclassified
317108.14,6397500.86,37.09,0,0,0,1,Unclassified
317109.26,6397501.10,36.70,0,0,0,1,Unclassified
317110.39,6397501.33,36.29,0,0,0,1,Unclassified
317111.50,6397501.56,35.95,0,0,0,1,Unclassified
317113.23,6397502.35,30.03,0,0,0,1,Unclassified
317114.22,6397502.53,30.06,0,0,0,1,Unclassified
317115.07,6397502.63,30.61,0,0,0,1,Unclassified
