X,Y,Z,Red,Green,Blue,Classification,Classification Name
317116.68,6397519.22,28.55,0,0,0,1,Unclassified
317115.70,6397519.05,28.57,0,0,0,1,Unclassified
317114.72,6397518.87,28.54,0,0,0,1,Unclassified
317113.72,6397518.70,28.56,0,0,0,1,Unclassified
317112.69,6397518.50,28.69,0,0,0,1,Unclassified
317111.60,6397518.28,29.01,0,0,0,1,Unclassified
317110.63,6397518.11,28.94,0,0,0,1,Unclassified
317109.62,6397517.93,28.95,0,0,0,1,Unclassified
317108.61,6397517.75,28.95,0,0,0,1,Unclassified
317107.60,6397517.57,28.96,0,0,0,1,Unclassified
317106.58,6397517.39,28.98,0,0,0,1,Unclassified
317105.55,6397517.21,28.97,0,0,0,1,Unclassified
317104.55,6397517.03,28.90,0,0,0,1,Unclassified
317103.51,6397516.85,28.95,0,0,0,1,Unclassified
317101.42,6397516.47,29.05,0,0,0,1,Unclassified
317100.38,6397516.28,29.07,0,0,0,1,Unclassified
317099.32,6397516.08,29.14,0,0,0,1,Unclassified
317098.27,6397515.90,29.15,0,0,0,1,Unclassified
317096.85,6397515.54,30.45,0,0,0,1,Unclassified
317095.11,6397515.34,29.14,0,0,0,1,Unclassified
317093.70,6397514.98,30.40,0,0,0,1,Unclassified
317092.73,6397514.85,30.05,0,0,0,1,Unclassified
317091.88,6397514.76,29.28,0,0,0,1,Unclassified
317090.84,6397514.58,29.18,0,0,0,1,Unclassified
317089.76,6397514.39,29.18,0,0,0,1,Unclassified
317088.68,6397514.20,29.16,0,0,0,1,Unclassified
317085.56,6397513.04,36.46,0,0,0,1,Unclassified
317084.39,6397512.80,36.75,0,0,0,1,Unclassified
317083.23,6397512.56,37.08,0,0,0,1,Unclassified
317082.04,6397512.32,37.44,0,0,0,1,Unclassified
317080.85,6397512.09,37.74,0,0,0,1,Unclassified
317079.66,6397511.84,38.08,0,0,0,1,Unclassified
317078.47,6397511.61,38.41,0,0,0,1,Unclassified
317077.25,6397511.35,38.84,0,0,0,1,Unclassified
317076.10,6397511.13,39.01,0,0,0,1,Unclassified
317075.08,6397510.98,38.65,0,0,0,1,Unclassified
317074.06,6397510.83,38.35,0,0,0,1,Unclassified
317073.01,6397510.66,38.06,0,0,0,1,Unclassified
317071.98,6397510.50,37.76,0,0,0,1,Unclassified
317070.95,6397510.35,37.42,0,0,0,1,Unclassified
317073.12,6397511.40,29.47,0,0,0,1,Unclassified
317071.01,6397510.73,33.02,0,0,0,1,Unclassified
317072.35,6397511.37,28.13,0,0,0,1,Unclassified
317070.93,6397511.03,29.19,0,0,0,1,Unclassified
317070.12,6397510.99,27.98,0,0,0,1,Unclassified
317068.46,6397510.54,29.85,0,0,0,1,Unclassified
317067.54,6397510.44,29.00,0,0,0,1,Unclassified
317066.69,6397510.38,27.91,0,0,0,1,Unclassified
317065.80,6397510.30,26.96,0,0,0,1,Unclassified
317064.70,6397510.12,26.75,0,0,0,1,Unclassified
317063.60,6397509.95,26.51,0,0,0,1,Unclassified
317062.49,6397509.76,26.33,0,0,0,1,Unclassified
317061.39,6397509.59,26.05,0,0,0,1,Unclassified
317060.22,6397509.39,26.02,0,0,0,1,Unclassified
317059.05,6397509.18,26.04,0,0,0,1,Unclassified
317057.93,6397509.00,25.79,0,0,0,1,Unclassified
317056.79,6397508.81,25.65,0,0,0,1,Unclassified
317056.51,6397509.04,22.24,0,0,0,1,Unclassified
317055.40,6397508.87,21.93,0,0,0,1,Unclassified
317054.28,6397508.69,21.65,0,0,0,1,Unclassified
317053.13,6397508.50,21.47,0,0,0,1,Unclassified
317051.96,6397508.30,21.34,0,0,0,1,Unclassified
317050.79,6397508.11,21.21,0,0,0,1,Unclassified
317049.60,6397507.91,21.08,0,0,0,1,Unclassified
317048.43,6397507.71,20.92,0,0,0,1,Unclassified
317047.24,6397507.51,20.84,0,0,0,1,Unclassified
317046.02,6397507.29,20.84,0,0,0,1,Unclassified
317044.79,6397507.07,20.85,0,0,0,1,Unclassified
317043.58,6397506.85,20.85,0,0,0,1,Unclassified
317042.36,6397506.64,20.79,0,0,0,1,Unclassified
317041.16,6397506.44,20.65,0,0,0,1,Unclassified
317039.95,6397506.24,20.54,0,0,0,1,Unclassified
317038.74,6397506.03,20.45,0,0,0,1,Unclassified
317037.52,6397505.82,20.37,0,0,0,1,Unclassified
317036.29,6397505.60,20.28,0,0,0,1,Unclassified
317033.86,6397504.79,24.89,0,0,0,1,Unclassified
317035.06,6397505.39,20.23,0,0,0,1,Unclassified
317032.66,6397504.59,24.71,0,0,0,1,Unclassified
317031.42,6397504.38,24.63,0,0,0,1,Unclassified
317030.20,6397504.17,24.50,0,0,0,1,Unclassified
317028.97,6397503.96,24.38,0,0,0,1,Unclassified
317028.23,6397504.00,22.28,0,0,0,1,Unclassified
317027.72,6397504.16,19.34,0,0,0,1,Unclassified
317026.45,6397503.93,19.32,0,0,0,1,Unclassified
317025.17,6397503.70,19.34,0,0,0,1,Unclassified
317023.91,6397503.48,19.27,0,0,0,1,Unclassified
317022.63,6397503.26,19.24,0,0,0,1,Unclassified
317021.35,6397503.04,19.21,0,0,0,1,Unclassified
317019.60,6397502.57,21.05,0,0,0,1,Unclassified
317018.30,6397502.34,21.09,0,0,0,1,Unclassified
317017.56,6397502.38,18.90,0,0,0,1,Unclassified
317016.27,6397502.16,18.81,0,0,0,1,Unclassified
317014.97,6397501.93,18.84,0,0,0,1,Unclassified
317013.67,6397501.70,18.80,0,0,0,1,Unclassified
317012.38,6397501.47,18.77,0,0,0,1,Unclassified
317011.07,6397501.24,18.74,0,0,0,1,Unclassified
317009.77,6397501.01,18.69,0,0,0,1,Unclassified
317008.44,6397500.77,18.73,0,0,0,1,Unclassified
317007.11,6397500.53,18.78,0,0,0,1,Unclassified
317005.78,6397500.29,18.80,0,0,0,1,Unclassified
317002.00,6397500.90,18.70,0,0,0,1,Unclassified
317003.33,6397501.14,18.68,0,0,0,1,Unclassified
317004.64,6397501.37,18.74,0,0,0,1,Unclassified
317005.97,6397501.60,18.76,0,0,0,1,Unclassified
317007.29,6397501.84,18.76,0,0,0,1,Unclassified
317008.62,6397502.08,18.71,0,0,0,1,Unclassified
317009.94,6397502.32,18.65,0,0,0,1,Unclassified
317011.25,6397502.56,18.68,0,0,0,1,Unclassified
317012.54,6397502.79,18.74,0,0,0,1,Unclassified
317013.84,6397503.02,18.78,0,0,0,1,Unclassified
317015.14,6397503.25,18.78,0,0,0,1,Unclassified
317016.45,6397503.48,18.78,0,0,0,1,Unclassified
317017.72,6397503.71,18.85,0,0,0,1,Unclassified
317018.88,6397503.87,19.39,0,0,0,1,Unclassified
317020.24,6397504.13,19.16,0,0,0,1,Unclassified
317021.51,6397504.36,19.17,0,0,0,1,Unclassified
317022.78,6397504.58,19.26,0,0,0,1,Unclassified
317024.07,6397504.81,19.22,0,0,0,1,Unclassified
317025.32,6397505.03,19.32,0,0,0,1,Unclassified
317026.61,6397505.26,19.28,0,0,0,1,Unclassified
317027.86,6397505.48,19.34,0,0,0,1,Unclassified
317028.45,6397505.36,22.04,0,0,0,1,Unclassified
317029.12,6397505.29,24.37,0,0,0,1,Unclassified
317030.35,6397505.50,24.47,0,0,0,1,Unclassified
317031.51,6397506.08,19.94,0,0,0,1,Unclassified
317032.74,6397506.29,20.06,0,0,0,1,Unclassified
317033.99,6397506.51,20.09,0,0,0,1,Unclassified
317035.21,6397506.72,20.19,0,0,0,1,Unclassified
317036.45,6397506.94,20.25,0,0,0,1,Unclassified
317037.64,6397507.14,20.45,0,0,0,1,Unclassified
317038.86,6397507.35,20.54,0,0,0,1,Unclassified
317040.06,6397507.55,20.72,0,0,0,1,Unclassified
317041.23,6397507.74,20.94,0,0,0,1,Unclassified
317042.49,6397507.97,20.83,0,0,0,1,Unclassified
317043.71,6397508.19,20.86,0,0,0,1,Unclassified
317044.92,6397508.40,20.90,0,0,0,1,Unclassified
317046.18,6397508.64,20.79,0,0,0,1,Unclassified
317047.38,6397508.84,20.85,0,0,0,1,Unclassified
317048.58,6397509.05,20.91,0,0,0,1,Unclassified
317049.75,6397509.25,21.06,0,0,0,1,Unclassified
317050.93,6397509.45,21.21,0,0,0,1,Unclassified
317052.09,6397509.64,21.39,0,0,0,1,Unclassified
317053.26,6397509.84,21.52,0,0,0,1,Unclassified
317054.42,6397510.03,21.68,0,0,0,1,Unclassified
317055.56,6397510.22,21.85,0,0,0,1,Unclassified
317056.70,6397510.41,22.05,0,0,0,1,Unclassified
317057.05,6397510.22,25.18,0,0,0,1,Unclassified
317058.16,6397510.39,25.47,0,0,0,1,Unclassified
317059.27,6397510.57,25.73,0,0,0,1,Unclassified
317060.71,6397510.90,24.77,0,0,0,1,Unclassified
317061.56,6397510.96,25.94,0,0,0,1,Unclassified
317062.67,6397511.14,26.18,0,0,0,1,Unclassified
317063.77,6397511.32,26.41,0,0,0,1,Unclassified
317064.87,6397511.49,26.64,0,0,0,1,Unclassified
317065.98,6397511.68,26.83,0,0,0,1,Unclassified
317067.06,6397511.85,27.07,0,0,0,1,Unclassified
317067.31,6397511.62,30.38,0,0,0,1,Unclassified
317068.43,6397511.81,30.51,0,0,0,1,Unclassified
317070.29,6397512.36,27.84,0,0,0,1,Unclassified
317069.93,6397511.85,33.31,0,0,0,1,Unclassified
317070.13,6397511.60,36.76,0,0,0,1,Unclassified
317071.18,6397511.76,37.05,0,0,0,1,Unclassified
317072.23,6397511.93,37.33,0,0,0,1,Unclassified
317073.26,6397512.08,37.67,0,0,0,1,Unclassified
317074.30,6397512.25,37.95,0,0,0,1,Unclassified
317075.32,6397512.40,38.30,0,0,0,1,Unclassified
317076.34,6397512.56,38.59,0,0,0,1,Unclassified
317077.37,6397512.71,38.91,0,0,0,1,Unclassified
317078.49,6397512.93,38.79,0,0,0,1,Unclassified
317079.68,6397513.16,38.48,0,0,0,1,Unclassified
317080.89,6397513.41,38.10,0,0,0,1,Unclassified
317082.07,6397513.65,37.78,0,0,0,1,Unclassified
317083.25,6397513.89,37.45,0,0,0,1,Unclassified
317084.42,6397514.12,37.15,0,0,0,1,Unclassified
317085.57,6397514.36,36.87,0,0,0,1,Unclassified
317087.74,6397515.39,29.13,0,0,0,1,Unclassified
317088.82,6397515.58,29.12,0,0,0,1,Unclassified
317089.91,6397515.78,29.11,0,0,0,1,Unclassified
317090.66,6397515.82,30.28,0,0,0,1,Unclassified
317091.69,6397515.99,30.39,0,0,0,1,Unclassified
317092.75,6397516.17,30.42,0,0,0,1,Unclassified
317093.79,6397516.35,30.49,0,0,0,1,Unclassified
317094.92,6397516.57,30.28,0,0,0,1,Unclassified
317096.32,6397516.92,29.04,0,0,0,1,Unclassified
317097.03,6397516.95,30.24,0,0,0,1,Unclassified
317098.44,6397517.31,29.00,0,0,0,1,Unclassified
317099.39,6397517.45,29.31,0,0,0,1,Unclassified
317100.51,6397517.67,29.04,0,0,0,1,Unclassified
317101.54,6397517.85,29.07,0,0,0,1,Unclassified
317102.59,6397518.05,29.01,0,0,0,1,Unclassified
317103.63,6397518.24,28.97,0,0,0,1,Unclassified
317104.68,6397518.43,28.89,0,0,0,1,Unclassified
317105.71,6397518.61,28.90,0,0,0,1,Unclassified
317106.72,6397518.79,28.91,0,0,0,1,Unclassified
317107.72,6397518.97,28.97,0,0,0,1,Unclassified
317108.74,6397519.15,28.96,0,0,0,1,Unclassified
317109.75,6397519.33,28.95,0,0,0,1,Unclassified
317110.73,6397519.50,29.00,0,0,0,1,Unclassified
317111.51,6397519.58,29.75,0,0,0,1,Unclassified
317112.83,6397519.91,28.66,0,0,0,1,Unclassified
317113.84,6397520.09,28.62,0,0,0,1,Unclassified
317114.83,6397520.27,28.61,0,0,0,1,Unclassified
317115.81,6397520.45,28.60,0,0,0,1,Unclassified
317116.80,6397520.62,28.61,0,0,0,1,Unclassified
317117.77,6397520.79,28.64,0,0,0,1,Unclassified
317118.74,6397520.97,28.65,0,0,0,1,Unclassified
317119.55,6397521.07,29.15,0,0,0,1,Unclassified
317120.30,6397521.14,29.93,0,0,0,1,Unclassified
317121.53,6397521.44,29.01,0,0,0,1,Unclassified
317122.48,6397521.60,29.04,0,0,0,1,Unclassified
317123.41,6397521.77,29.09,0,0,0,1,Unclassified
317124.35,6397521.93,29.16,0,0,0,1,Unclassified
317125.27,6397522.09,29.23,0,0,0,1,Unclassified
317126.19,6397522.25,29.30,0,0,0,1,Unclassified
317127.09,6397522.40,29.42,0,0,0,1,Unclassified
317128.01,6397522.56,29.47,0,0,0,1,Unclassified
317128.91,6397522.71,29.57,0,0,0,1,Unclassified
317129.83,6397522.88,29.58,0,0,0,1,Unclassified
317130.79,6397523.06,29.46,0,0,0,1,Unclassified
317131.73,6397523.23,29.40,0,0,0,1,Unclassified
317132.54,6397523.35,29.74,0,0,0,1,Unclassified
317133.48,6397523.52,29.67,0,0,0,1,Unclassified
317134.39,6397523.69,29.62,0,0,0,1,Unclassified
317135.46,6397523.93,29.08,0,0,0,1,Unclassified
317136.38,6397524.10,29.00,0,0,0,1,Unclassified
317137.29,6397524.26,28.95,0,0,0,1,Unclassified
317138.15,6397524.41,29.04,0,0,0,1,Unclassified
317139.01,6397524.56,29.11,0,0,0,1,Unclassified
317139.94,6397524.74,28.99,0,0,0,1,Unclassified
317140.81,6397524.89,28.98,0,0,0,1,Unclassified
317141.66,6397525.04,29.05,0,0,0,1,Unclassified
317142.53,6397525.19,29.06,0,0,0,1,Unclassified
317142.93,6397525.14,30.60,0,0,0,1,Unclassified
317143.56,6397525.19,31.34,0,0,0,1,Unclassified
317144.57,6397525.41,30.82,0,0,0,1,Unclassified
317145.71,6397525.69,29.91,0,0,0,1,Unclassified
317143.92,6397524.66,38.48,0,0,0,1,Unclassified
317146.60,6397525.86,29.77,0,0,0,1,Unclassified
317144.82,6397524.84,38.29,0,0,0,1,Unclassified
317147.51,6397526.05,29.54,0,0,0,1,Unclassified
317146.03,6397525.16,37.08,0,0,0,1,Unclassified
317148.35,6397526.19,29.57,0,0,0,1,Unclassified
317149.20,6397526.35,29.52,0,0,0,1,Unclassified
317149.97,6397526.47,29.71,0,0,0,1,Unclassified
317150.69,6397526.58,30.06,0,0,0,1,Unclassified
317151.47,6397526.71,30.19,0,0,0,1,Unclassified
317151.51,6397526.51,32.69,0,0,0,1,Unclassified
317150.66,6397525.91,38.07,0,0,0,1,Unclassified
317151.41,6397526.02,38.28,0,0,0,1,Unclassified
317152.13,6397526.13,38.54,0,0,0,1,Unclassified
317152.85,6397526.24,38.78,0,0,0,1,Unclassified
317153.55,6397526.34,39.05,0,0,0,1,Unclassified
317154.28,6397526.46,39.28,0,0,0,1,Unclassified
317154.99,6397526.57,39.54,0,0,0,1,Unclassified
317155.70,6397526.68,39.78,0,0,0,1,Unclassified
317156.40,6397526.78,40.01,0,0,0,1,Unclassified
317157.79,6397526.99,40.53,0,0,0,1,Unclassified
317158.48,6397527.09,40.77,0,0,0,1,Unclassified
317159.18,6397527.20,40.96,0,0,0,1,Unclassified
317163.60,6397528.95,29.32,0,0,0,1,Unclassified
317164.36,6397529.09,29.29,0,0,0,1,Unclassified
317165.13,6397529.24,29.24,0,0,0,1,Unclassified
317165.90,6397529.38,29.19,0,0,0,1,Unclassified
317163.22,6397528.01,40.00,0,0,0,1,Unclassified
317165.06,6397528.81,34.19,0,0,0,1,Unclassified
317166.68,6397529.53,29.05,0,0,0,1,Unclassified
317164.07,6397528.19,39.62,0,0,0,1,Unclassified
317167.45,6397529.67,28.98,0,0,0,1,Unclassified
317163.95,6397527.94,42.34,0,0,0,1,Unclassified
317166.26,6397528.96,35.03,0,0,0,1,Unclassified
317163.67,6397527.63,45.52,0,0,0,1,Unclassified
317165.59,6397528.48,39.43,0,0,0,1,Unclassified
317164.19,6397527.67,46.14,0,0,0,1,Unclassified
317166.55,6397528.52,40.98,0,0,0,1,Unclassified
317167.85,6397529.09,36.87,0,0,0,1,Unclassified
317170.40,6397530.21,28.85,0,0,0,1,Unclassified
317166.26,6397528.21,44.15,0,0,0,1,Unclassified
317171.12,6397530.34,28.86,0,0,0,1,Unclassified
317166.22,6397528.01,46.47,0,0,0,1,Unclassified
317171.81,6397530.46,28.90,0,0,0,1,Unclassified
317168.10,6397528.65,42.81,0,0,0,1,Unclassified
317172.52,6397530.59,28.93,0,0,0,1,Unclassified
317173.21,6397530.70,28.99,0,0,0,1,Unclassified
317173.90,6397530.83,29.02,0,0,0,1,Unclassified
317169.06,6397528.53,46.32,0,0,0,1,Unclassified
317174.59,6397530.95,29.03,0,0,0,1,Unclassified
317175.27,6397531.07,29.05,0,0,0,1,Unclassified
317175.68,6397531.07,29.93,0,0,0,1,Unclassified
317176.63,6397531.31,29.11,0,0,0,1,Unclassified
317172.28,6397529.23,44.80,0,0,0,1,Unclassified
317177.29,6397531.42,29.17,0,0,0,1,Unclassified
317172.82,6397529.30,45.19,0,0,0,1,Unclassified
317177.96,6397531.54,29.19,0,0,0,1,Unclassified
317178.62,6397531.65,29.23,0,0,0,1,Unclassified
317179.28,6397531.77,29.22,0,0,0,1,Unclassified
317180.01,6397531.92,28.99,0,0,0,1,Unclassified
317176.74,6397530.33,41.18,0,0,0,1,Unclassified
317180.81,6397532.10,28.56,0,0,0,1,Unclassified
317178.25,6397530.82,38.52,0,0,0,1,Unclassified
317181.62,6397532.29,28.09,0,0,0,1,Unclassified
317181.50,6397532.07,30.46,0,0,0,1,Unclassified
317178.59,6397530.64,41.50,0,0,0,1,Unclassified
317181.83,6397532.05,31.43,0,0,0,1,Unclassified
317183.13,6397532.61,27.42,0,0,0,1,Unclassified
317182.24,6397532.06,32.14,0,0,0,1,Unclassified
317183.89,6397532.78,27.02,0,0,0,1,Unclassified
317179.78,6397530.83,41.70,0,0,0,1,Unclassified
317182.73,6397532.11,32.58,0,0,0,1,Unclassified
317184.62,6397532.93,26.75,0,0,0,1,Unclassified
317183.56,6397532.32,31.95,0,0,0,1,Unclassified
317185.28,6397533.06,26.65,0,0,0,1,Unclassified
317184.10,6397532.39,32.22,0,0,0,1,Unclassified
317185.95,6397533.19,26.53,0,0,0,1,Unclassified
317182.31,6397531.46,39.61,0,0,0,1,Unclassified
317186.60,6397533.32,26.41,0,0,0,1,Unclassified
317182.58,6397531.42,40.70,0,0,0,1,Unclassified
317187.27,6397533.45,26.29,0,0,0,1,Unclassified
317187.90,6397533.57,26.21,0,0,0,1,Unclassified
317184.40,6397531.90,38.81,0,0,0,1,Unclassified
317188.51,6397533.68,26.19,0,0,0,1,Unclassified
317184.53,6397531.80,40.28,0,0,0,1,Unclassified
317189.12,6397533.79,26.19,0,0,0,1,Unclassified
317185.40,6397532.03,39.45,0,0,0,1,Unclassified
317189.73,6397533.90,26.17,0,0,0,1,Unclassified
317190.34,6397534.01,26.11,0,0,0,1,Unclassified
317190.94,6397534.12,26.10,0,0,0,1,Unclassified
317191.53,6397534.23,26.07,0,0,0,1,Unclassified
317187.02,6397532.14,41.63,0,0,0,1,Unclassified
317192.14,6397534.35,25.99,0,0,0,1,Unclassified
317192.74,6397534.46,25.94,0,0,0,1,Unclassified
317193.32,6397534.57,25.91,0,0,0,1,Unclassified
317190.04,6397533.01,37.66,0,0,0,1,Unclassified
317193.92,6397534.68,25.83,0,0,0,1,Unclassified
317189.13,6397532.47,42.14,0,0,0,1,Unclassified
317190.45,6397533.05,38.10,0,0,0,1,Unclassified
317194.49,6397534.78,25.79,0,0,0,1,Unclassified
317191.55,6397533.38,36.44,0,0,0,1,Unclassified
317195.07,6397534.89,25.74,0,0,0,1,Unclassified
317191.52,6397533.23,38.21,0,0,0,1,Unclassified
317193.23,6397533.96,33.00,0,0,0,1,Unclassified
317195.63,6397535.00,25.70,0,0,0,1,Unclassified
317191.87,6397533.24,38.79,0,0,0,1,Unclassified
317196.21,6397535.11,25.60,0,0,0,1,Unclassified
317192.18,6397533.24,39.51,0,0,0,1,Unclassified
317196.76,6397535.21,25.59,0,0,0,1,Unclassified
317193.71,6397533.76,36.51,0,0,0,1,Unclassified
317197.33,6397535.31,25.52,0,0,0,1,Unclassified
317194.38,6397533.91,36.10,0,0,0,1,Unclassified
317195.48,6397534.39,32.77,0,0,0,1,Unclassified
317197.87,6397535.40,25.51,0,0,0,1,Unclassified
317195.95,6397534.46,32.92,0,0,0,1,Unclassified
317198.41,6397535.51,25.46,0,0,0,1,Unclassified
317196.41,6397534.52,33.14,0,0,0,1,Unclassified
317198.96,6397535.61,25.42,0,0,0,1,Unclassified
317196.29,6397534.34,35.06,0,0,0,1,Unclassified
317199.51,6397535.71,25.32,0,0,0,1,Unclassified
317200.03,6397535.81,25.32,0,0,0,1,Unclassified
317197.40,6397534.56,34.81,0,0,0,1,Unclassified
317200.57,6397535.91,25.25,0,0,0,1,Unclassified
317201.08,6397536.00,25.24,0,0,0,1,Unclassified
317201.60,6397536.10,25.18,0,0,0,1,Unclassified
317202.62,6397536.29,25.13,0,0,0,1,Unclassified
317203.11,6397536.38,25.11,0,0,0,1,Unclassified
317203.60,6397536.47,25.09,0,0,0,1,Unclassified
317204.09,6397536.56,25.06,0,0,0,1,Unclassified
317204.59,6397536.65,25.02,0,0,0,1,Unclassified
317205.06,6397536.74,25.01,0,0,0,1,Unclassified
317205.54,6397536.83,24.98,0,0,0,1,Unclassified
317206.02,6397536.92,24.92,0,0,0,1,Unclassified
317206.49,6397537.00,24.90,0,0,0,1,Unclassified
317206.95,6397537.09,24.87,0,0,0,1,Unclassified
317207.41,6397537.17,24.84,0,0,0,1,Unclassified
317207.86,6397537.25,24.82,0,0,0,1,Unclassified
317208.32,6397537.34,24.77,0,0,0,1,Unclassified
317208.75,6397537.42,24.78,0,0,0,1,Unclassified
317209.19,6397537.50,24.73,0,0,0,1,Unclassified
317209.63,6397537.58,24.70,0,0,0,1,Unclassified
317210.07,6397537.67,24.63,0,0,0,1,Unclassified
317210.50,6397537.75,24.62,0,0,0,1,Unclassified
317210.93,6397537.83,24.56,0,0,0,1,Unclassified
317211.34,6397537.90,24.55,0,0,0,1,Unclassified
317211.74,6397537.98,24.52,0,0,0,1,Unclassified
317212.15,6397538.06,24.49,0,0,0,1,Unclassified
317212.56,6397538.13,24.45,0,0,0,1,Unclassified
317212.94,6397538.20,24.45,0,0,0,1,Unclassified
317213.34,6397538.27,24.43,0,0,0,1,Unclassified
317213.73,6397538.35,24.40,0,0,0,1,Unclassified
317214.11,6397538.42,24.38,0,0,0,1,Unclassified
317214.49,6397538.49,24.34,0,0,0,1,Unclassified
317214.86,6397538.56,24.32,0,0,0,1,Unclassified
317215.22,6397538.62,24.30,0,0,0,1,Unclassified
317215.59,6397538.69,24.26,0,0,0,1,Unclassified
317215.94,6397538.76,24.25,0,0,0,1,Unclassified
317216.31,6397538.84,24.21,0,0,0,1,Unclassified
317216.65,6397538.90,24.23,0,0,0,1,Unclassified
317217.00,6397538.96,24.18,0,0,0,1,Unclassified
317217.32,6397539.02,24.21,0,0,0,1,Unclassified
317217.65,6397539.08,24.19,0,0,0,1,Unclassified
317217.97,6397539.14,24.20,0,0,0,1,Unclassified
317218.29,6397539.19,24.20,0,0,0,1,Unclassified
317218.59,6397539.25,24.22,0,0,0,1,Unclassified
317218.91,6397539.31,24.20,0,0,0,1,Unclassified
317219.19,6397539.35,24.27,0,0,0,1,Unclassified
317219.49,6397539.40,24.25,0,0,0,1,Unclassified
317219.75,6397539.44,24.35,0,0,0,1,Unclassified
317220.06,6397539.51,24.28,0,0,0,1,Unclassified
317220.34,6397539.55,24.31,0,0,0,1,Unclassified
317220.62,6397539.60,24.30,0,0,0,1,Unclassified
317220.88,6397539.65,24.34,0,0,0,1,Unclassified
317221.14,6397539.69,24.37,0,0,0,1,Unclassified
317221.40,6397539.74,24.40,0,0,0,1,Unclassified
317221.63,6397539.77,24.46,0,0,0,1,Unclassified
317221.90,6397539.82,24.45,0,0,0,1,Unclassified
317222.19,6397539.89,24.32,0,0,0,1,Unclassified
317222.45,6397539.94,24.26,0,0,0,1,Unclassified
317222.70,6397539.99,24.24,0,0,0,1,Unclassified
317222.93,6397540.03,24.24,0,0,0,1,Unclassified
317223.17,6397540.07,24.22,0,0,0,1,Unclassified
317223.38,6397540.11,24.27,0,0,0,1,Unclassified
317223.60,6397540.15,24.26,0,0,0,1,Unclassified
317223.83,6397540.19,24.25,0,0,0,1,Unclassified
317224.03,6397540.22,24.26,0,0,0,1,Unclassified
317224.24,6397540.26,24.28,0,0,0,1,Unclassified
317224.42,6397540.29,24.32,0,0,0,1,Unclassified
317224.63,6397540.33,24.32,0,0,0,1,Unclassified
317224.82,6397540.36,24.32,0,0,0,1,Unclassified
317225.00,6397540.39,24.33,0,0,0,1,Unclassified
317225.17,6397540.42,24.35,0,0,0,1,Unclassified
317225.34,6397540.45,24.37,0,0,0,1,Unclassified
317225.52,6397540.49,24.36,0,0,0,1,Unclassified
317225.67,6397540.51,24.41,0,0,0,1,Unclassified
317225.83,6397540.54,24.42,0,0,0,1,Unclassified
317225.97,6397540.56,24.46,0,0,0,1,Unclassified
317226.13,6397540.59,24.44,0,0,0,1,Unclassified
317226.27,6397540.62,24.45,0,0,0,1,Unclassified
317226.44,6397540.65,24.39,0,0,0,1,Unclassified
317226.53,6397540.66,24.54,0,0,0,1,Unclassified
317226.70,6397540.70,24.41,0,0,0,1,Unclassified
317226.82,6397540.72,24.44,0,0,0,1,Unclassified
317226.98,6397540.75,24.34,0,0,0,1,Unclassified
317227.07,6397540.77,24.41,0,0,0,1,Unclassified
317226.88,6397540.66,25.32,0,0,0,1,Unclassified
317226.94,6397540.65,25.47,0,0,0,1,Unclassified
317227.03,6397540.66,25.53,0,0,0,1,Unclassified
317227.12,6397540.68,25.58,0,0,0,1,Unclassified
317227.18,6397540.68,25.67,0,0,0,1,Unclassified
317227.25,6397540.69,25.72,0,0,0,1,Unclassified
317227.35,6397540.71,25.67,0,0,0,1,Unclassified
317227.47,6397540.74,25.57,0,0,0,1,Unclassified
317227.57,6397540.77,25.47,0,0,0,1,Unclassified
317227.66,6397540.79,25.43,0,0,0,1,Unclassified
317227.74,6397540.81,25.39,0,0,0,1,Unclassified
317227.79,6397540.82,25.40,0,0,0,1,Unclassified
317227.85,6397540.83,25.41,0,0,0,1,Unclassified
317227.90,6397540.84,25.40,0,0,0,1,Unclassified
317227.97,6397540.85,25.34,0,0,0,1,Unclassified
317228.01,6397540.86,25.35,0,0,0,1,Unclassified
317228.05,6397540.88,25.30,0,0,0,1,Unclassified
317228.07,6397540.87,25.36,0,0,0,1,Unclassified
317228.11,6397540.89,25.30,0,0,0,1,Unclassified
317228.12,6397540.89,25.32,0,0,0,1,Unclassified
317228.14,6397540.89,25.33,0,0,0,1,Unclassified
317228.14,6397540.89,25.37,0,0,0,1,Unclassified
317228.16,6397540.90,25.32,0,0,0,1,Unclassified
317228.16,6397540.89,25.35,0,0,0,1,Unclassified
317228.16,6397540.90,25.31,0,0,0,1,Unclassified
317228.14,6397540.89,25.36,0,0,0,1,Unclassified
317228.13,6397540.89,25.33,0,0,0,1,Unclassified
317228.09,6397540.89,25.33,0,0,0,1,Unclassified
317228.08,6397540.89,25.29,0,0,0,1,Unclassified
317228.05,6397540.88,25.31,0,0,0,1,Unclassified
317228.01,6397540.87,25.33,0,0,0,1,Unclassified
317227.98,6397540.87,25.32,0,0,0,1,Unclassified
317227.94,6397540.86,25.34,0,0,0,1,Unclassified
317227.88,6397540.85,25.37,0,0,0,1,Unclassified
317227.82,6397540.83,25.40,0,0,0,1,Unclassified
317227.76,6397540.82,25.41,0,0,0,1,Unclassified
317227.70,6397540.81,25.41,0,0,0,1,Unclassified
317227.63,6397540.80,25.43,0,0,0,1,Unclassified
317227.53,6397540.78,25.49,0,0,0,1,Unclassified
317227.42,6397540.75,25.61,0,0,0,1,Unclassified
